"Word","Length","Freq_HAL","Log_Freq_HAL"
"blondes","7","1089","6.99"
"blonde's","8","270","5.60"
"blood","5","51801","10.86"
"bloodbath","9","198","5.29"
"bloodcurdling","13","20","3.00"
"blooded","7","403","6.00"
"bloodhound","10","271","5.60"
"bloodhounds","11","366","5.90"
"bloodiest","9","124","4.82"
"bloodless","9","104","4.64"
"bloodlust","9","529","6.27"
"bloodroot","9","8","2.08"
"bloods","6","167","5.12"
"bloodshed","9","720","6.58"
"bloodshot","9","429","6.06"
"bloodstain","10","13","2.56"
"bloodstained","12","54","3.99"
"bloodstains","11","31","3.43"
"bloodstock","10","19","2.94"
"bloodstream","11","552","6.31"
"bloodsucker","11","40","3.69"
"bloodthirsty","12","294","5.68"
"bloody","6","8726","9.07"
"bloom","5","3773","8.24"
"bloomed","7","122","4.80"
"bloomer","7","201","5.30"
"blooming","8","703","6.56"
"blooms","6","680","6.52"
"blossom","7","890","6.79"
"blossomed","9","179","5.19"
"blossoms","8","663","6.50"
"blot","4","529","6.27"
"blotch","6","75","4.32"
"blots","5","141","4.95"
"blotted","7","86","4.45"
"blotter","7","446","6.10"
"blotting","8","203","5.31"
"blotto","6","65","4.17"
"blouse","6","1685","7.43"
"blouses","7","214","5.37"
"blow","4","16920","9.74"
"blowback","8","60","4.09"
"blower","6","536","6.28"
"blowers","7","222","5.40"
"blowfish","8","397","5.98"
"blowfly","7","11","2.40"
"blowgun","7","21","3.04"
"blowhard","8","94","4.54"
"blowhole","8","19","2.94"
"blowing","7","4788","8.47"
"blown","5","5759","8.66"
"blowout","7","753","6.62"
"blowpipe","8","13","2.56"
"blows","5","4716","8.46"
"blowtorch","9","120","4.79"
"blowup","6","109","4.69"
"blubber","7","140","4.94"
"bludgeon","8","211","5.35"
"blue","4","89005","11.40"
"Bluebeard","9","15","2.71"
"bluebell","8","39","3.66"
"blueberries","11","206","5.33"
"blueberry","9","318","5.76"
"bluebird","8","268","5.59"
"bluecoat","8","5","1.61"
"bluefish","8","49","3.89"
"bluejacket","10","0","0.00"
"bluejay","7","83","4.42"
"blueprint","9","746","6.61"
"blueprints","10","584","6.37"
"blues","5","12589","9.44"
"bluff","5","1101","7.00"
"bluffing","8","304","5.72"
"bluffs","6","260","5.56"
"bluing","6","43","3.76"
"bluish","6","235","5.46"
"blunder","7","665","6.50"
"blundered","9","83","4.42"
"blunderings","11","5","1.61"
"blunders","8","399","5.99"
"blunt","5","1713","7.45"
"blunted","7","150","5.01"
"blunter","7","18","2.89"
"bluntly","7","601","6.40"
"bluntness","9","49","3.89"
"blunts","6","67","4.20"
"blur","4","1628","7.40"
"blurb","5","1710","7.44"
"blurred","7","695","6.54"
"blurry","6","592","6.38"
"blurted","7","341","5.83"
"blush","5","1254","7.13"
"blushed","7","933","6.84"
"blushes","7","116","4.75"
"blushing","8","650","6.48"
"bluster","7","246","5.51"
"blustered","9","18","2.89"
"blustery","8","85","4.44"
"boa","3","780","6.66"
"boar","4","414","6.03"
"board","5","79617","11.28"
"boarded","7","770","6.65"
"boarder","7","420","6.04"
"boarding","8","1554","7.35"
"boardinghouse","13","45","3.81"
"boardinghouses","14","0","0.00"
"boardroom","9","88","4.48"
"boards","6","23212","10.05"
"board's","7","537","6.29"
"boardwalk","9","572","6.35"
"boast","5","958","6.86"
"boasted","7","340","5.83"
"boaster","7","8","2.08"
"boastfully","10","5","1.61"
"boasting","8","393","5.97"
"boasts","6","731","6.59"
"boat","4","15857","9.67"
"boaters","7","352","5.86"
"boathouse","9","162","5.09"
"boathouses","10","12","2.48"
"boating","7","1033","6.94"
"boatload","8","106","4.66"
"boatloads","9","57","4.04"
"boatman","7","59","4.08"
"boatmen","7","19","2.94"
"boats","5","5615","8.63"
"boat's","6","80","4.38"
"boatsmen","8","1","0.00"
"boatyards","9","11","2.40"
"bob","3","63942","11.07"
"bobbed","6","216","5.38"
"bobbin","6","181","5.20"
"bobbing","7","470","6.15"
"bobbles","7","16","2.77"
"Bobby","5","7378","8.91"
"bobcat","6","214","5.37"
"bobolink","8","8","2.08"
"Bob's","5","2102","7.65"
"bobsled","7","52","3.95"
"bobsleigh","9","1","0.00"
"bobtail","7","161","5.08"
"bock","4","941","6.85"
"bod","3","763","6.64"
"bode","4","601","6.40"
"bodes","5","122","4.80"
"bodice","6","278","5.63"
"bodied","6","366","5.90"
"bodies","6","14302","9.57"
"bodily","6","2204","7.70"
"body","4","116235","11.66"
"bodybuilder","11","209","5.34"
"bodybuilders","12","216","5.38"
"bodybuilding","12","381","5.94"
"bodyguard","9","3665","8.21"
"body's","6","1120","7.02"
"bodyweight","10","128","4.85"
"bodywork","8","245","5.50"
"Boeing","6","2145","7.67"
"bog","3","6275","8.74"
"Bogartian","9","0","0.00"
"bogey","5","209","5.34"
"bogeyed","7","4","1.39"
"bogeymen","8","25","3.22"
"bogeys","6","38","3.64"
"bogged","6","689","6.54"
"boggle","6","171","5.14"
"boggled","7","70","4.25"
"bogies","6","68","4.22"
"bogus","5","4929","8.50"
"bogy","4","9","2.20"
"Bohemia","7","303","5.71"
"bohemian","8","281","5.64"
"boil","4","3837","8.25"
"boiled","6","1941","7.57"
"boiler","6","888","6.79"
"boilers","7","384","5.95"
"boiling","7","3078","8.03"
"boils","5","1551","7.35"
"boisterous","10","169","5.13"
"bold","4","5486","8.61"
"bolder","6","243","5.49"
"boldest","7","33","3.50"
"boldface","8","114","4.74"
"boldfaced","9","15","2.71"
"boldly","6","1261","7.14"
"boldness","8","221","5.40"
"Bolivia","7","1739","7.46"
"Bolivian","8","318","5.76"
"boll","4","139","4.93"
"bolo","4","1702","7.44"
"Bologna","7","888","6.79"
"boloney","7","8","2.08"
"Bolshevik","9","289","5.67"
"Bolsheviks","10","305","5.72"
"Bolshevism","10","77","4.34"
"bolster","7","614","6.42"
"bolstered","9","119","4.78"
"bolstering","10","80","4.38"
"bolt","4","7295","8.89"
"bolted","6","764","6.64"
"bolting","7","217","5.38"
"bolts","5","3106","8.04"
"bomb","4","15377","9.64"
"bombard","7","267","5.59"
"bombarding","10","180","5.19"
"bombardment","11","581","6.36"
"bombast","7","127","4.84"
"bombastic","9","208","5.34"
"Bombay","6","2690","7.90"
"bombed","6","1717","7.45"
"bomber","6","2418","7.79"
"bombers","7","1972","7.59"
"bomber's","8","37","3.61"
"bombing","7","4661","8.45"
"bombings","8","702","6.55"
"bombproof","9","35","3.56"
"bombs","5","6192","8.73"
"bombshell","9","254","5.54"
"bombsight","9","15","2.71"
"bombsite","8","1","0.00"
"bonanza","7","636","6.46"
"bonbon","6","11","2.40"
"bond","4","12955","9.47"
"bondage","7","4355","8.38"
"bonded","6","889","6.79"
"bondholder","10","38","3.64"
"bonding","7","1632","7.40"
"bonds","5","7818","8.96"
"bondsman","8","16","2.77"
"bondsman's","10","1","0.00"
"bone","4","16063","9.68"
"bonehead","8","607","6.41"
"boneless","8","269","5.59"
"bonemeal","8","13","2.56"
"boner","5","483","6.18"
"bones","5","7197","8.88"
"bonesetter","10","0","0.00"
"boneshaker","10","4","1.39"
"bonfire","7","291","5.67"
"bonfires","8","49","3.89"
"bong","4","1335","7.20"
"bongo","5","576","6.36"
"bongos","6","106","4.66"
"bonkers","7","403","6.00"
"bonnet","6","425","6.05"
"bonny","5","416","6.03"
"bonsai","6","1800","7.50"
"bonus","5","14547","9.59"
"behave","6","5743","8.66"
"behaved","7","1413","7.25"
"behaves","7","1401","7.24"
"behaving","8","1294","7.17"
"behavior","8","29913","10.31"
"behavioral","10","2685","7.90"
"behaviorally","12","51","3.93"
"behaviors","9","3042","8.02"
"behead","6","67","4.20"
"beheading","9","127","4.84"
"beheld","6","167","5.12"
"behemoth","8","325","5.78"
"behind","6","64875","11.08"
"behold","6","2568","7.85"
"beholder","8","1128","7.03"
"beholds","7","21","3.04"
"behooves","8","236","5.46"
"beige","5","1329","7.19"
"beige's","7","1","0.00"
"being","5","362268","12.80"
"beings","6","10940","9.30"
"Beirut","6","592","6.38"
"bejewel","7","0","0.00"
"belated","7","275","5.62"
"belatedly","9","160","5.08"
"belch","5","283","5.65"
"belched","7","70","4.25"
"belching","8","124","4.82"
"beleaguer","9","3","1.10"
"belfry","6","70","4.25"
"Belgian","7","1852","7.52"
"Belgians","8","182","5.20"
"Belgium","7","6626","8.80"
"belief","6","19406","9.87"
"beliefs","7","14753","9.60"
"believable","10","1347","7.21"
"believably","10","39","3.66"
"believe","7","208406","12.25"
"believed","8","14688","9.59"
"believer","8","3090","8.04"
"believers","9","3024","8.01"
"believes","8","11978","9.39"
"believing","9","6998","8.85"
"belittle","8","584","6.37"
"belittling","10","249","5.52"
"bell","4","24815","10.12"
"bellboy","7","81","4.39"
"bellboys","8","9","2.20"
"belle","5","2288","7.74"
"belles","6","204","5.32"
"bellflower","10","83","4.42"
"bellhop","7","35","3.56"
"bellhops","8","10","2.30"
"bellicose","9","46","3.83"
"bellies","7","366","5.90"
"bellman","7","64","4.16"
"bellow","6","290","5.67"
"bellowed","8","126","4.84"
"belligerence","12","48","3.87"
"belligerency","12","13","2.56"
"belligerent","11","432","6.07"
"belligerently","13","14","2.64"
"bellowing","9","133","4.89"
"bellows","7","717","6.58"
"bellow's","8","1","0.00"
"bells","5","2899","7.97"
"belly","5","5986","8.70"
"belong","6","14806","9.60"
"belonged","8","2000","7.60"
"belonging","9","2332","7.75"
"belongings","10","615","6.42"
"belongs","7","8245","9.02"
"beloved","7","3788","8.24"
"below","5","90658","11.41"
"belowground","11","1","0.00"
"belt","4","10820","9.29"
"belted","6","199","5.29"
"belting","7","127","4.84"
"belts","5","2336","7.76"
"beltway","7","394","5.98"
"bemoan","6","150","5.01"
"bemoans","7","22","3.09"
"bemuse","6","7","1.95"
"Ben","3","22159","10.01"
"bench","5","5360","8.59"
"benched","7","107","4.67"
"benches","7","555","6.32"
"benchmarks","10","3736","8.23"
"bend","4","6891","8.84"
"bended","6","123","4.81"
"bending","7","2225","7.71"
"bends","5","1134","7.03"
"beneath","7","5784","8.66"
"Benedict","8","921","6.83"
"Benedictine","11","151","5.02"
"benediction","11","147","4.99"
"benefaction","11","9","2.20"
"benefactor's","12","4","1.39"
"benefice","8","12","2.48"
"beneficient","11","71","4.26"
"benefactor","10","210","5.35"
"beneficence","11","23","3.14"
"beneficent","10","178","5.18"
"beneficial","10","4321","8.37"
"beneficiaries","13","686","6.53"
"beneficiary","11","557","6.32"
"benefit","7","30754","10.33"
"benefited","9","890","6.79"
"benefits","8","38425","10.56"
"benevolence","11","378","5.93"
"benevolent","10","1121","7.02"
"Bengal","6","877","6.78"
"benign","6","1146","7.04"
"Benjamin","8","8638","9.06"
"Ben's","5","498","6.21"
"bent","4","8475","9.04"
"benzene","7","235","5.46"
"Beowulf","7","211","5.35"
"bequeath","8","25","3.22"
"bequeathed","10","96","4.56"
"bequest","7","96","4.56"
"bequests","8","22","3.09"
"berate","6","205","5.32"
"berated","7","160","5.08"
"bereave","7","3","1.10"
"bereavement","11","167","5.12"
"bereavements","12","6","1.79"
"bereft","6","289","5.67"
"beret","5","436","6.08"
"berg","4","1871","7.53"
"Berkeley","8","11934","9.39"
"Berlin","6","7284","8.89"
"Berliners","9","21","3.04"
"Berlin's","8","59","4.08"
"Bermuda","7","1016","6.92"
"Bern","4","765","6.64"
"Bernard","7","5716","8.65"
"berries","7","612","6.42"
"berry","5","2897","7.97"
"berserk","7","4556","8.42"
"Bert","4","2389","7.78"
"berth","5","393","5.97"
"Bertha","6","424","6.05"
"beseech","7","101","4.62"
"beset","5","252","5.53"
"besets","6","7","1.95"
"besetting","9","17","2.83"
"beside","6","6896","8.84"
"besides","7","33522","10.42"
"besiege","7","30","3.40"
"besieged","8","262","5.57"
"besiegers","9","7","1.95"
"besieging","9","31","3.43"
"besmear","7","0","0.00"
"besmirch","8","42","3.74"
"besmirched","10","39","3.66"
"besmirching","11","24","3.18"
"best","4","269708","12.51"
"bested","6","74","4.30"
"bestial","7","170","5.14"
"bestow","6","307","5.73"
"bestowal","8","15","2.71"
"bestowed","8","537","6.29"
"bestiality","10","686","6.53"
"bestseller","10","279","5.63"
"bestselling","11","118","4.77"
"bestubbled","10","0","0.00"
"bet","3","29909","10.31"
"beta","4","50393","10.83"
"Beth","4","5137","8.54"
"Bethlehem","9","845","6.74"
"betide","6","25","3.22"
"betray","6","771","6.65"
"betrayal","8","1436","7.27"
"betrayed","8","1567","7.36"
"betrayer","8","292","5.68"
"betraying","9","344","5.84"
"betrays","7","268","5.59"
"betroth","7","5","1.61"
"betrothal","9","48","3.87"
"betrothed","9","99","4.60"
"bets","4","3245","8.08"
"better","6","284711","12.56"
"bettering","9","156","5.05"
"betterment","10","420","6.04"
"betters","7","204","5.32"
"betting","7","2474","7.81"
"Betty","5","3316","8.11"
"Betty's","7","252","5.53"
"between","7","230878","12.35"
"betwixt","7","189","5.24"
"bevel","5","176","5.17"
"beveled","7","88","4.48"
"beveling","8","25","3.22"
"bevels","6","30","3.40"
"beverage","8","1425","7.26"
"beverages","9","1010","6.92"
"bewail","6","21","3.04"
"beware","6","5609","8.63"
"bewilder","8","22","3.09"
"bewildered","10","540","6.29"
"bewilderedly","12","0","0.00"
"bewilders","9","12","2.48"
"bewitch","7","13","2.56"
"bewitched","9","155","5.04"
"bewilderingly","13","7","1.95"
"bewilderment","12","219","5.39"
"bewitching","10","157","5.06"
"beyond","6","43775","10.69"
"Bhutan","6","288","5.66"
"bias","4","9171","9.12"
"biases","6","1585","7.37"
"bib","3","781","6.66"
"Bible","5","24550","10.11"
"Bibles","6","626","6.44"
"biblical","8","4182","8.34"
"biblically","10","169","5.13"
"bibliographer","13","43","3.76"
"bibliographical","15","313","5.75"
"bibliographies","14","1069","6.97"
"bibliography","12","5133","8.54"
"bibliophile","11","74","4.30"
"bibliophiles","12","29","3.37"
"bigamist","8","33","3.50"
"bigamy","6","122","4.80"
"bicameral","9","70","4.25"
"bicarbonate","11","189","5.24"
"bicentennial","12","176","5.17"
"bicep","5","155","5.04"
"biceps","6","365","5.90"
"bicker","6","154","5.04"
"bickering","9","927","6.83"
"bicycle","7","5038","8.52"
"bicycles","8","1412","7.25"
"bicyclist","9","156","5.05"
"bid","3","121985","11.71"
"bidder","6","29383","10.29"
"bidders","7","7027","8.86"
"bidding","7","12700","9.45"
"bide","4","244","5.50"
"bidet","5","40","3.69"
"bids","4","53928","10.90"
"biennial","8","273","5.61"
"bifocal","7","54","3.99"
"bifurcate","9","11","2.40"
"big","3","178681","12.09"
"bifocals","8","102","4.62"
"bigger","6","19124","9.86"
"biggest","7","17942","9.79"
"bighead","7","14","2.64"
"bigness","7","55","4.01"
"bigot","5","2055","7.63"
"bigoted","7","1265","7.14"
"bigots","6","1549","7.35"
"bigwig","6","53","3.97"
"bijou","5","110","4.70"
"bike","4","22527","10.02"
"bikini","6","1391","7.24"
"bikinis","7","261","5.56"
"bilabial","8","16","2.77"
"bilateral","9","1463","7.29"
"bile","4","1616","7.39"
"bilge","5","323","5.78"
"bilinear","8","101","4.62"
"birthright","10","502","6.22"
"births","6","1050","6.96"
"biscuit","7","599","6.40"
"bilingual","9","1556","7.35"
"bilk","4","108","4.68"
"bilked","6","35","3.56"
"bill","4","116919","11.67"
"billboard","9","1112","7.01"
"billboards","10","416","6.03"
"billed","6","1959","7.58"
"billfold","8","46","3.83"
"billhook","8","5","1.61"
"billiard","8","261","5.56"
"billiards","9","316","5.76"
"billing","7","4331","8.37"
"billion","7","20698","9.94"
"billions","8","4131","8.33"
"billionth","9","86","4.45"
"billow","6","24","3.18"
"billowed","8","35","3.56"
"billows","7","59","4.08"
"bills","5","10428","9.25"
"Bill's","6","1822","7.51"
"Billy","5","10729","9.28"
"bimetallic","10","14","2.64"
"bimolecular","11","5","1.61"
"bimonthly","9","810","6.70"
"bin","3","15831","9.67"
"binary","6","21393","9.97"
"bind","4","6800","8.82"
"binder","6","1864","7.53"
"binders","7","336","5.82"
"bindery","7","619","6.43"
"binding","7","8424","9.04"
"binds","5","820","6.71"
"bing","4","657","6.49"
"binge","5","291","5.67"
"bingo","5","1469","7.29"
"binocular","9","277","5.62"
"binoculars","10","958","6.86"
"binomial","8","170","5.14"
"bins","4","716","6.57"
"biographers","11","85","4.44"
"biologic","8","197","5.28"
"biologists","10","1095","7.00"
"biochemical","11","793","6.68"
"biographer","10","216","5.38"
"biochemistry","12","2236","7.71"
"biodegradable","13","190","5.25"
"biographical","12","1026","6.93"
"biography","9","2988","8.00"
"biological","10","10525","9.26"
"biologically","12","854","6.75"
"biologist","9","1554","7.35"
"biology","7","10686","9.28"
"bionic","6","499","6.21"
"biophysical","11","133","4.89"
"biophysicist","12","89","4.49"
"biopsies","8","93","4.53"
"bioscope","8","3","1.10"
"biosphere","9","450","6.11"
"birthmark","9","88","4.48"
"birthplace","10","665","6.50"
"birthrate","9","120","4.79"
"biosynthesized","14","6","1.79"
"biotic","6","64","4.16"
"bipartisan","10","664","6.50"
"biped","5","70","4.25"
"biotechnology","13","1384","7.23"
"biplane","7","145","4.98"
"biracial","8","113","4.73"
"birch","5","1373","7.22"
"birches","7","80","4.38"
"bird","4","19070","9.86"
"birdbath","8","25","3.22"
"birdie","6","604","6.40"
"birdies","7","143","4.96"
"birdlike","8","19","2.94"
"birds","5","14487","9.58"
"bird's","6","594","6.39"
"birdseed","8","107","4.67"
"birth","5","23367","10.06"
"birthcontrol","12","24","3.18"
"birthday","8","8557","9.05"
"birthed","7","60","4.09"
"biscuits","8","690","6.54"
"bisect","6","30","3.40"
"bisexual","8","3539","8.17"
"bisexuality","11","477","6.17"
"bishop","6","5501","8.61"
"bishopry","8","1","0.00"
"bishops","7","876","6.78"
"Bismarck","8","409","6.01"
"bison","5","1083","6.99"
"bisque","6","110","4.70"
"bistro","6","195","5.27"
"bit","3","159206","11.98"
"bitch","5","9406","9.15"
"bite","4","8162","9.01"
"biter","5","109","4.69"
"bites","5","2886","7.97"
"biting","6","2397","7.78"
"bits","4","23833","10.08"
"bitten","6","1324","7.19"
"bitter","6","5910","8.68"
"bitterest","9","36","3.58"
"bitterly","8","695","6.54"
"bitterness","10","1210","7.10"
"bitters","7","130","4.87"
"bittersweet","11","315","5.75"
"bivalve","7","7","1.95"
"bivouac","7","42","3.74"
"biweekly","8","532","6.28"
"biz","3","3985","8.29"
"bizarre","7","5944","8.69"
"blab","4","109","4.69"
"blabbed","7","33","3.50"
"blabbermouth","12","15","2.71"
"black","5","160756","11.99"
"blackball","9","48","3.87"
"blackberry","10","130","4.87"
"blackbird","9","562","6.33"
"bankroll","8","386","5.96"
"bankrupt","8","2265","7.73"
"banks","5","13353","9.50"
"banned","6","7274","8.89"
"banner","6","3113","8.04"
"banners","7","738","6.60"
"bankruptcy","10","2319","7.75"
"banning","7","2910","7.98"
"banquet","7","1564","7.36"
"banquets","8","145","4.98"
"bans","4","1179","7.07"
"banshee","7","2548","7.84"
"banshees","8","365","5.90"
"bantam","6","1071","6.98"
"bantamweight","12","11","2.40"
"banter","6","649","6.48"
"bantered","8","35","3.56"
"bantering","9","144","4.97"
"baobab","6","22","3.09"
"baptism","7","1698","7.44"
"baptismal","9","121","4.80"
"baptisms","8","105","4.65"
"Baptist","7","1687","7.43"
"baptistery","10","1","0.00"
"Baptists","8","279","5.63"
"baptist's","9","20","3.00"
"baptize","7","106","4.66"
"baptized","8","927","6.83"
"bar","3","31561","10.36"
"barb","4","1355","7.21"
"Barbados","8","629","6.44"
"Barbara","7","11262","9.33"
"barbarian","9","2056","7.63"
"barbarians","10","1011","6.92"
"barbaric","8","895","6.80"
"barbarism","9","262","5.57"
"barbarity","9","105","4.65"
"barbarous","9","154","5.04"
"barbecue","8","534","6.28"
"barbecued","9","78","4.36"
"barbecues","9","37","3.61"
"barbed","6","873","6.77"
"barbel","6","33","3.50"
"barbell","7","628","6.44"
"barber","6","2119","7.66"
"barber's","8","75","4.32"
"barbital","8","1","0.00"
"barbs","5","469","6.15"
"barbiturate","11","21","3.04"
"bard","4","1202","7.09"
"bards","5","255","5.54"
"bare","4","8494","9.05"
"bareback","8","65","4.17"
"barefoot","8","1070","6.98"
"barefooted","10","69","4.23"
"barelegged","10","3","1.10"
"barely","6","9840","9.19"
"barflies","8","10","2.30"
"bargain","7","3813","8.25"
"bargaining","10","1458","7.28"
"bargains","8","784","6.66"
"barge","5","3041","8.02"
"barges","6","155","5.04"
"barging","7","108","4.68"
"baritone","8","637","6.46"
"barium","6","259","5.56"
"bark","4","2441","7.80"
"barkeep","7","108","4.68"
"barker","6","2077","7.64"
"barking","7","1640","7.40"
"barley","6","1197","7.09"
"barleycorn","10","34","3.53"
"barmaid","7","139","4.93"
"barn","4","2575","7.85"
"barnacle","8","86","4.45"
"barns","5","323","5.78"
"barnstorm","9","1","0.00"
"barnstormer","11","17","2.83"
"barnyard","8","207","5.33"
"barnyards","9","9","2.20"
"barometer","9","426","6.05"
"barometric","10","100","4.61"
"baron","5","2933","7.98"
"baronage","8","8","2.08"
"baroness","8","281","5.64"
"baronial","8","51","3.93"
"barons","6","495","6.20"
"barony","6","618","6.43"
"baroque","7","1126","7.03"
"barrack","7","69","4.23"
"barracks","8","805","6.69"
"barracuda","9","972","6.88"
"barrage","7","918","6.82"
"barred","6","1288","7.16"
"barrel","6","6836","8.83"
"barrels","7","1878","7.54"
"barren","6","775","6.65"
"barrette","8","42","3.74"
"barricade","9","199","5.29"
"barricades","10","177","5.18"
"barrier","7","7209","8.88"
"barriers","8","2539","7.84"
"barring","7","1889","7.54"
"barrow","6","565","6.34"
"Barry","5","20538","9.93"
"bars","4","9206","9.13"
"bartender","9","1125","7.03"
"barter","6","789","6.67"
"Bartlett","8","738","6.60"
"basalt","6","3232","8.08"
"base","4","59143","10.99"
"baseball","8","18372","9.82"
"baseballs","9","146","4.98"
"baseball's","10","239","5.48"
"baseboard","9","122","4.80"
"based","5","131502","11.79"
"baseless","8","717","6.58"
"baseline","8","1532","7.33"
"baseman","7","277","5.62"
"basement","8","4682","8.45"
"basements","9","216","5.38"
"baser","5","78","4.36"
"bases","5","7108","8.87"
"bash","4","4672","8.45"
"bashful","7","212","5.36"
"basic","5","73227","11.20"
"basically","9","36795","10.51"
"basics","6","5364","8.59"
"basil","5","1883","7.54"
"basilica","8","88","4.48"
"basil's","7","29","3.37"
"basin","5","2140","7.67"
"basing","6","1404","7.25"
"basis","5","48314","10.79"
"bask","4","256","5.55"
"basked","6","43","3.76"
"basket","6","2815","7.94"
"basketball","10","9831","9.19"
"baskets","7","537","6.29"
"basketwork","10","13","2.56"
"basking","7","420","6.04"
"bass","4","17075","9.75"
"basses","6","928","6.83"
"basset","6","520","6.25"
"bassinet","8","57","4.04"
"bassoon","7","182","5.20"
"bast","4","427","6.06"
"bastard","7","4683","8.45"
"bastardize","10","27","3.30"
"bastards","8","2966","7.99"
"bastard's","9","53","3.97"
"baste","5","127","4.84"
"basting","7","112","4.72"
"bastion","7","517","6.25"
"bat","3","6469","8.77"
"batch","5","10263","9.24"
"bate","4","182","5.20"
"bath","4","5621","8.63"
"bathe","5","670","6.51"
"bathed","6","502","6.22"
"bathers","7","57","4.04"
"bathing","7","1506","7.32"
"bathrobe","8","187","5.23"
"bathroom","8","6414","8.77"
"bathrooms","9","669","6.51"
"baths","5","1084","6.99"
"bathtub","7","988","6.90"
"bathtubs","8","79","4.37"
"batman","6","11544","9.35"
"baton","5","1688","7.43"
"bats","4","3884","8.26"
"battalion","9","1054","6.96"
"battalions","10","339","5.83"
"batted","6","324","5.78"
"batten","6","170","5.14"
"battens","7","37","3.61"
"batter","6","1364","7.22"
"battered","8","1156","7.05"
"batteries","9","7541","8.93"
"battering","9","2595","7.86"
"batters","7","144","4.97"
"batter's","8","44","3.78"
"battery","7","27473","10.22"
"batting","7","1660","7.41"
"battle","6","28733","10.27"
"battlefield","11","1729","7.46"
"battlefields","12","258","5.55"
"battlefront","11","36","3.58"
"battleground","12","1503","7.32"
"battlements","11","53","3.97"
"battles","7","5204","8.56"
"battleship","10","906","6.81"
"battling","8","839","6.73"
"bauble","6","387","5.96"
"baubles","7","51","3.93"
"Bauhaus","7","329","5.80"
"Bavaria","7","529","6.27"
"bawdy","5","106","4.66"
"bawl","4","66","4.19"
"bawled","6","45","3.81"
"bawling","7","119","4.78"
"bay","3","32845","10.40"
"bayed","5","1","0.00"
"baying","6","32","3.47"
"bayonet","7","604","6.40"
"bayonets","8","178","5.18"
"bayou","5","3442","8.14"
"bays","4","1167","7.06"
"bazaar","6","2370","7.77"
"bazaars","7","48","3.87"
"bazooka","7","495","6.20"
"be","2","3095437","14.95"
"beach","5","26666","10.19"
"beachcomber","11","38","3.64"
"beaches","7","3102","8.04"
"beachhead","9","90","4.50"
"beaching","8","37","3.61"
"beachwear","9","3","1.10"
"beacon","6","1778","7.48"
"bead","4","1824","7.51"
"beaded","6","249","5.52"
"beadle","6","28","3.33"
"beadles","7","109","4.69"
"beads","5","2210","7.70"
"beadsman","8","0","0.00"
"beady","5","82","4.41"
"beagle","6","853","6.75"
"beak","4","582","6.37"
"beaker","6","406","6.01"
"beakers","7","36","3.58"
"beall","5","77","4.34"
"beam","4","7878","8.97"
"beaming","7","560","6.33"
"beams","5","1990","7.60"
"bean","4","3575","8.18"
"beanpole","8","14","2.64"
"beans","5","4851","8.49"
"beanstalk","9","98","4.58"
"bear","4","23529","10.07"
"bearable","8","335","5.81"
"beard","5","3173","8.06"
"bearded","7","819","6.71"
"beardless","9","44","3.78"
"beardown","8","0","0.00"
"beards","6","384","5.95"
"bearer","6","905","6.81"
"bearing","7","6984","8.85"
"bearings","8","4094","8.32"
"bearish","7","506","6.23"
"bears","5","8356","9.03"
"bear's","6","411","6.02"
"bearskin","8","24","3.18"
"beast","5","16393","9.70"
"beastly","7","148","5.00"
"beasts","6","3388","8.13"
"beat","4","33104","10.41"
"beaten","6","6726","8.81"
"beater","6","305","5.72"
"beating","7","7413","8.91"
"beatings","8","739","6.61"
"beatnik","7","121","4.80"
"beatniks","8","46","3.83"
"Beatrice","8","679","6.52"
"beats","5","6306","8.75"
"beau","4","1014","6.92"
"Beaujolais","10","71","4.26"
"beaut","5","180","5.19"
"beauteous","9","45","3.81"
"beautician","10","25","3.22"
"beauties","8","537","6.29"
"beautiful","9","31342","10.35"
"beautifully","11","2426","7.79"
"beautify","8","55","4.01"
"beautifying","11","21","3.04"
"beauty","6","12714","9.45"
"beauty's","8","149","5.00"
"beaver","6","1727","7.45"
"beavertail","10","19","2.94"
"bebop","5","266","5.58"
"became","6","34338","10.44"
"because","7","503563","13.13"
"beck","4","2083","7.64"
"Becket","6","119","4.78"
"beckon","6","66","4.19"
"beckoned","8","249","5.52"
"beckoning","9","165","5.11"
"beckons","7","105","4.65"
"become","6","93420","11.44"
"becomes","7","29891","10.31"
"becoming","8","19871","9.90"
"bed","3","31345","10.35"
"bedazzled","9","45","3.81"
"bedazzlement","12","1","0.00"
"bedbug","6","2","0.69"
"bedbugs","7","25","3.22"
"bedclothes","10","61","4.11"
"bedded","6","86","4.45"
"bedding","7","802","6.69"
"bedevil","7","19","2.94"
"bedfast","7","0","0.00"
"bedfellow","9","13","2.56"
"bedground","9","0","0.00"
"bedlam","6","235","5.46"
"Bedouin","7","226","5.42"
"bedpan","6","25","3.22"
"bedpost","7","52","3.95"
"bedraggled","10","42","3.74"
"bedridden","9","82","4.41"
"bedrock","7","344","5.84"
"bedroom","7","6735","8.82"
"bedrooms","8","813","6.70"
"bedroom's","9","15","2.71"
"beds","4","2424","7.79"
"bedside","7","555","6.32"
"bedsore","7","1","0.00"
"bedspread","9","136","4.91"
"bedsprings","10","22","3.09"
"bedstead","8","28","3.33"
"bedtime","7","1245","7.13"
"bee","3","3288","8.10"
"beech","5","509","6.23"
"beef","4","5285","8.57"
"beefcake","8","97","4.57"
